Query,Description,Title,URL,Snippet,Total Judgement,Relevant,Irrelevant
Obesidad y mala salud,"¿Qué problemas de salud pueden ser causados, al menos en parte, por el sobrepeso o la obesidad?",Obesidad y desnutrición por mala alimentación | Salud180,https://www.salud180.com/nutricion-y-ejercicio/obesidad-y-desnutricion-por-mala-alimentacion,"Los temas de obesidad y desnutrición son dos temas preocupantes en nuestro país, porque la población se alimenta de manera inadecuada y, por lo tanto, está mal ...",24,14,10
Obesidad y mala salud,"¿Qué problemas de salud pueden ser causados, al menos en parte, por el sobrepeso o la obesidad?",Obesidad: MedlinePlus en español,https://medlineplus.gov/spanish/obesity.html,Entérese sobre las causas de la obesidad y conozca qué se puede hacer para disminuir el riesgo de problemas de salud.,24,16,8
Obesidad y mala salud,"¿Qué problemas de salud pueden ser causados, al menos en parte, por el sobrepeso o la obesidad?","Salud, soledad y obesidad | Salud… y dos huevos duros",https://saludydoshuevosduros.blog/2019/07/26/salud-soledad-y-obesidad/,"Las tres, la soledad, la obesidad y el tabaquismo, ... Y menos mal que mi amigo me preguntó sobre España. ... Hoy voy a escribir sobre Salud, Soledad y Obesidad. Salud",11,4,7
Obesidad y mala salud,"¿Qué problemas de salud pueden ser causados, al menos en parte, por el sobrepeso o la obesidad?",La obesidad: un problema de salud pública - Volumen XXIV ...,https://www.uv.mx/cienciahombre/revistae/vol24num3/articulos/obesidad/,La obesidad: un problema de salud pública. ... pero el sobrepeso y la obesidad han aumentando notablemente ... que al propiciar una mala oxigenación repercute en la ...,11,8,3
Obesidad y mala salud,"¿Qué problemas de salud pueden ser causados, al menos en parte, por el sobrepeso o la obesidad?",Intervenciones de Prevención y Promoción de la Salud para ...,https://www.gob.mx/salud/acciones-y-programas/intervenciones-de-prevencion-y-promocion-de-la-salud-para-el-sobrepeso-y-obesidad,¿Qué son el sobrepeso y la obesidad? El sobrepeso y la obesidad se definen como una acumulación anormal o excesiva de grasa que puede ser perjudicial para la salud.,11,7,4
Alternativas a las vacunas contra la gripe,Encuentre documentos que informen sobre medidas alternativas a las vacunaciones contra la gripe.,Lo que debe saber sobre la eficacia de las vacunas y sus ...,https://articulos.mercola.com/sitios/articulos/archivo/2018/03/13/alternativa-y-efectividad-de-la-vacuna-contra-la-gripe.aspx,"Si bien los funcionarios de salud afirman que la vacunación contra la gripe disminuirá sus síntomas, una investigación francesa muestra una disminución ...",18,4,14
Alternativas a las vacunas contra la gripe,Encuentre documentos que informen sobre medidas alternativas a las vacunaciones contra la gripe.,NO a la campaña de vacunación contra la gripe ~ NO a la ...,https://alternativasvacunas.blogspot.com/2013/11/no-la-campana-de-vacunacion-contra-la.html,Aquí os expondremos todas las verdades de la vacuna contra la gripe y las múltiples alternativas saludables para combatir este virus de una forma segura.,18,6,12
Alternativas a las vacunas contra la gripe,Encuentre documentos que informen sobre medidas alternativas a las vacunaciones contra la gripe.,Una alternativa contra la gripe - holadoctor.com,https://holadoctor.com/es/noticias/la-vacuna-intranasal-contra-la-gripe-reformulada-parece-adecuada-para-los-ni%C3%B1os-afirma-un-grupo-de-pediatras,"Buenas noticias para los niños: la próxima temporada de gripe, podrán evitar el doloroso pinchazo de una aguja y recibir en su lugar la vacuna en espray intranasal.",18,17,1
Alternativas a las vacunas contra la gripe,Encuentre documentos que informen sobre medidas alternativas a las vacunaciones contra la gripe.,Alternativas a la vacuna contra la gripe - Blog - iHerb.com,https://mx.iherb.com/blog/flu-shot-alternatives/67,Este año no necesita la vacuna de la gripe para protegerse. Utiliza un refuerzo inmunológico natural para permanecer fuerte y saludable a lo largo del otoño y el ...,5,4,1
Alternativas a las vacunas contra la gripe,Encuentre documentos que informen sobre medidas alternativas a las vacunaciones contra la gripe.,MEDICINA ALTERNATIVA: Gripe,https://medicina-alternativa-21.blogspot.com/2012/07/gripe_28.html,... la vacuna contra la gripe previene la enfermedad hasta en ... la vacuna previene la gripe en un porcentaje de 70 ... Técnicas de medicina alternativa que ...,5,4,1
Alternativas a las vacunas contra la gripe,Encuentre documentos que informen sobre medidas alternativas a las vacunaciones contra la gripe.,La importancia de la glándula Timo en tu salud ~ NO a la ...,https://alternativasvacunas.blogspot.com/2013/11/la-importancia-de-la-glandula-timo-en.html,Los intereses ocultos de la vacuna de la gripe A; La verdad sobre la ... lucha contra un invasor desconocido y “abre huecos” en nuestro sistema inmunitario y nos ...,5,3,2
Turismo ecológico,"Encontrar documentos que traten sobre lugares famosos para hacer ecoturismo, por ejemplo, safaris de flora y fauna salvaje, campamentos de vacaciones en la naturaleza, etc.","Turismo ecológico - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Turismo_ecol%C3%B3gico,"El turismo ecológico, ecoturismo o turismo de naturaleza es un estilo del turismo alternativo (o ecológico) diferente al turismo tradicional (o de masas).",16,11,5
Turismo ecológico,"Encontrar documentos que traten sobre lugares famosos para hacer ecoturismo, por ejemplo, safaris de flora y fauna salvaje, campamentos de vacaciones en la naturaleza, etc.",Definición de Turismo Ecológico » Concepto en Definición ABC,https://www.definicionabc.com/medio-ambiente/turismo-ecologico.php,Definición Turismo Ecológico: El concepto de turismo ecológico es un concepto muy reciente que tiene que ver con el desarrollo de una tendencia muy actual sobre el ...,15,2,13
Turismo ecológico,"Encontrar documentos que traten sobre lugares famosos para hacer ecoturismo, por ejemplo, safaris de flora y fauna salvaje, campamentos de vacaciones en la naturaleza, etc.","Turismo ecológico, una forma saludable de conocer el mundo",https://lugarnia.com/curiosidades/turismo-ecologico/,Contenidos de este artículo¿Cuál es el objetivo del turismo ecológico?Turismo ecológico y ecoturismo¿Es necesaria la práctica del turismo ecológico?Los ...,15,11,4
Causas de la polución del aire,¿Cuáles son las causas de las nubes tóxicas (smog) o la polución severa del aire?,"Contaminación del aire: Que es, causas, consecuencias y ...",https://cumbrepuebloscop20.org/medio-ambiente/contaminacion/aire/,La contaminación del aire suele ser un problema ambiental que se ha ido agravando con el paso de los años y tiene múltiples causas,21,20,1
Causas de la polución del aire,¿Cuáles son las causas de las nubes tóxicas (smog) o la polución severa del aire?,Causas Y Consecuencias De La Contaminación Del Aire ...,https://www.nocreasnada.com/causas-y-consecuencias-de-la-contaminacion-del-aire/,"Orígenes, Efectos y Soluciones a la Contaminación Atmosférica Polución del Aire Para nadie es un secreto que la contaminación del aire o atmosférica es",21,18,3
Causas de la polución del aire,¿Cuáles son las causas de las nubes tóxicas (smog) o la polución severa del aire?,10 causas de contaminación de aire - ehowenespanol.com,https://www.ehowenespanol.com/10-causas-de-contaminacion-de-aire_13061313/,"La contaminación del aire es un problema grave que afecta la calidad de vida, ... Te recomendamos: Enfermedades causadas por la polución del suelo.",21,16,5
Causas de la polución del aire,¿Cuáles son las causas de las nubes tóxicas (smog) o la polución severa del aire?,Polución mundial: causas y ... - - Mente y Cuerpo Sano,https://mentecuerposano.com/polucion/,"La polución: tipos y causas. La polución del aire es el tipo de contaminación más notoria y peligrosa que existe. Ocurre por muchas razones, como el exceso en la ...",9,8,1
Causas de la polución del aire,¿Cuáles son las causas de las nubes tóxicas (smog) o la polución severa del aire?,Contaminación del aire: causas y efectos - Mente y Cuerpo Sano,https://mentecuerposano.com/contaminacion-del-aire/,La polución es hoy en día un término muy común al cual nuestros oídos ya están acostumbrados. Escuchamos sobre las muchas formas de polución y leemos sobre sus ...,9,8,1
Causas de la polución del aire,¿Cuáles son las causas de las nubes tóxicas (smog) o la polución severa del aire?,Causas de la contaminación del aire • Ecologistas en Acción,https://www.ecologistasenaccion.org/5681/causas-de-la-contaminacion-del-aire/,"Las principales causas de la contaminación del aire están relacionadas con la quema de combustibles fósiles (carbón, petróleo y gas). La combustión ...",9,9,0
Computer Mouse RSI,Find documents that report on computer mouse repetitive strain injuries (RSI).,"Best Mouses for Carpal Tunnel, Arthritis, Tendonitis, RSI ...",https://therevisionist.org/reviews/best-mouse-carpal-tunnel-arthritis-tendonitis-rsi-repetitive-strain-injury/,"What Type of Mouse is the Best for Carpal Tunnel? There exists different designs of mouse for carpal tunnel, tendinitis/tendonitis, RSI, arthritis, etc., that takes into the account the biomechanics & contours of the hand.",23,15,8
Computer Mouse RSI,Find documents that report on computer mouse repetitive strain injuries (RSI).,The RSI Shop - Helping you to avoid Repetitive Strain ...,https://www.rsi-shop.co.uk/default.asp,"We have a very wide selection of ergonomic keyboards, mice, supports and other products designed to help people with Repetitive Strain Injury, carpal tunnel syndrome, tendinitis, arthritis or any other musculoskeletal condition that affects your ability to work with your computer.",22,18,4
Computer Mouse RSI,Find documents that report on computer mouse repetitive strain injuries (RSI).,10 Simple RSI Prevention Tips,https://www.rsiprevention.com/rsi_prevention.php,"Repetitive Strain Injury (RSI) is a potentially disabling illness caused by prolonged repetitive hand movements, such as those involved in computer use. Symptoms include intermittent shooting pains in the hands, wrists, forearms, and back. Here are ten simple tips which may help you prevent computer-related RSI. 1.",22,16,6
Computer Mouse RSI,Find documents that report on computer mouse repetitive strain injuries (RSI).,"Repetitive Strain Injury: How to prevent, identify, and ...",https://web.eecs.umich.edu/~cscott/rsi.html,"Repetitive Strain Injury. Repetitive Strain Injury (RSI) is a potentially debilitating condition resulting from overusing the hands to perform a repetitive task, such as typing, clicking a mouse, or writing. Anyone who uses a computer regularly is at risk and should know about RSI.",6,5,1
Computer Mouse RSI,Find documents that report on computer mouse repetitive strain injuries (RSI).,Tips to prevent computer-related RSI - NHS,https://www.nhs.uk/live-well/healthy-body/tips-to-prevent-rsi/,"Spending a lot of time using a computer, keyboard and mouse is a common cause of RSI. How to prevent computer-related RSI. These practical tips can help reduce your risk of developing RSI and other related disorders that can arise from working with computers.",6,5,1
Computer Mouse RSI,Find documents that report on computer mouse repetitive strain injuries (RSI).,Mouse Elbow (Lateral Epicondylitis) – Computer Posture,https://www.computer-posture.co.uk/mouse-elbow/,Mouse Elbow - elbow and arm pain - advice for computer users and RSI avoidance. A genuine ergonomic vertical mouse is the most significant piece of RSI avoidance hardware. It is designed to be used with your arm and wrist muscles at rest.,6,5,1
"Vegetables, Fruit and Cancer",Find documents that relate the eating of vegetables and fruit to cancer.,Diet and Physical Activity: What's the Cancer Connection?,https://www.cancer.org/cancer/cancer-causes/diet-physical-activity/diet-and-physical-activity.html,Diet and Physical Activity: What’s the Cancer Connection? How much do daily habits like diet and exercise affect your risk for cancer? Much more than you might think. Research has shown that poor diet and not being active are 2 key factors that can increase a person’s cancer risk. The good news is that you can do something about this.,15,10,5
"Vegetables, Fruit and Cancer",Find documents that relate the eating of vegetables and fruit to cancer.,Healthy diet - Wikipedia,https://en.wikipedia.org/wiki/Healthy_diet,"A diet high in fruit and vegetables appears to decrease the risk of cardiovascular disease and death, but not cancer. Eating a healthy diet and getting enough exercise can maintain body weight within the normal range and prevent obesity in most people, and thus prevent the chronic diseases and poor outcomes associated with obesity.",14,8,6
"Vegetables, Fruit and Cancer",Find documents that relate the eating of vegetables and fruit to cancer.,The Associations of Fruit and Vegetable Intake with Lung ...,https://www.mdpi.com/2072-6643/11/8/1791/htm,The results of epidemiological studies on the relationship between fruit and vegetable intake and lung cancer risk were inconsistent among participants with different ...,14,12,2
Computer Viruses,Find documents about computer viruses.,Computer virus - Wikipedia,https://en.wikipedia.org/wiki/Computer_virus,"A computer virus is a type of computer program that, when executed, replicates itself by modifying other computer programs and inserting its own code. When this replication succeeds, the affected areas are then said to be \infected\"" with a computer virus. Virus writers use social engineering deceptions and exploit detailed knowledge of security vulnerabilities to initially infect systems and ...""",21,18,3
Computer Viruses,Find documents about computer viruses.,10 Worst Computer Viruses of All Time | HowStuffWorks,https://computer.howstuffworks.com/worst-computer-viruses.htm,"­­Computer viruses can be a nightmare. Some can wipe out the information on a hard drive, tie up traffic on a computer network for hours, turn an innocent machine into a zombie and replicate and send themselves to other computers. If you've never had a machine fall victim to a computer virus, you may wonder what the fuss is about.",21,17,4
Computer Viruses,Find documents about computer viruses.,What is a Computer Virus? | Types of Computer Viruses ...,https://antivirus.comodo.com/blog/computer-safety/what-is-virus-and-its-definition/,"Computer Virus. A computer virus is a malicious program that self-replicates by copying itself to another program. In other words, the computer virus spreads by itself into other executable code or documents.",21,17,4
Computer Viruses,Find documents about computer viruses.,Computer Virus Information: What Do Viruses Do? | Webroot,https://www.webroot.com/us/en/resources/tips-articles/computer-security-threats-computer-viruses,"What does a computer virus do? They are designed to infect your programs and files, alter the way your computer operates or stop it from working altogether. Follow this guide to learn more about viruses and how to protect your computer.",7,7,0
Computer Viruses,Find documents about computer viruses.,How to prevent and remove viruses and other malware,https://support.microsoft.com/en-us/help/129972/how-to-prevent-and-remove-viruses-and-other-malware,"Note If you cannot access the Internet on your computer, use another computer to help you follow the steps in the “How to reset your Internet Explorer proxy settings” section on the computer that may be infected. To remove a computer virus and other malicious software, follow these steps in order. Install the latest updates from Microsoft Update ...",7,6,1
Computer Viruses,Find documents about computer viruses.,What is Computer Virus? Definition of Computer Virus ...,https://economictimes.indiatimes.com/definition/computer-virus,Computer Virus: A computer virus is a malicious software program loaded onto a user's computer without the user's knowledge and performs malicious actions. Description: The term 'computer virus' was first formally defined by Fred Cohen in 1983. Computer viruses never occur naturally. They are always induced by people. Once created and ...,7,6,1
Wonders of Ancient World,Look for information on the existence and/or the discovery of remains of the seven wonders of the ancient world.,Seven Wonders of the Ancient World - Wikipedia,https://en.wikipedia.org/wiki/Seven_Wonders_of_the_Ancient_World,"The Seven Wonders of the World or the Seven Wonders of the Ancient World is a list of remarkable constructions of classical antiquity given by various authors in guidebooks or poems popular among ancient Hellenic tourists. Although the list, in its current form, did not stabilise until the Renaissance, the first such lists of seven wonders date from the 2nd-1st century BC.",23,18,5
Wonders of Ancient World,Look for information on the existence and/or the discovery of remains of the seven wonders of the ancient world.,Sevens Wonders of the Ancient World - List & Timeline ...,https://www.history.com/topics/ancient-history/sevens-wonders-of-the-ancient-world,"The Seven Wonders of the Ancient World is a list of remarkable constructions of classical antiquity. Of the original Seven Wonders, only one—the Great Pyramid of Giza—remains intact.",23,23,0
Wonders of Ancient World,Look for information on the existence and/or the discovery of remains of the seven wonders of the ancient world.,The Seven Wonders - Ancient History Encyclopedia,https://www.ancient.eu/The_Seven_Wonders/,"OTHER WONDERS. The Seven Wonders of the Ancient World were, by no means, a comprehensive agreed-upon list of the most impressive structures of the day. Rather, the list was very much like a modern-day tourist pamphlet informing travelers on what to see on their trip.",23,21,2
Wonders of Ancient World,Look for information on the existence and/or the discovery of remains of the seven wonders of the ancient world.,Wonders of the World - Wikipedia,https://en.wikipedia.org/wiki/Wonders_of_the_World,"Various lists of the Wonders of the World have been compiled from antiquity to the present day, to catalogue the world's most spectacular natural wonders and manmade structures.. The Seven Wonders of the Ancient World is the first known list of the most remarkable creations of classical antiquity; it was based on guidebooks popular among Hellenic sightseers and only includes works located ...",4,3,1
Wonders of Ancient World,Look for information on the existence and/or the discovery of remains of the seven wonders of the ancient world.,The Ancient World's 7 Wonders - ThoughtCo,https://www.thoughtco.com/the-seven-wonders-of-the-world-4147695,"The seven wonders of the ancient world have been celebrated by scholars, writers, and artists since at least 200 B.C. These marvels of architecture, like Egypt's pyramids, were monuments of human achievement, built by Mediterranean and Middle Eastern empires of their day with little more than crude tools and manual labor.",4,3,1
Wonders of Ancient World,Look for information on the existence and/or the discovery of remains of the seven wonders of the ancient world.,10 Wonders of the Ancient World - Wonderslist,https://www.wonderslist.com/10-wonders-of-the-ancient-world/,"We are now presenting our next ten wonders of the ancient world list. It is fortunate that the world is so full of wonderful things that we can keep you infotained with lists of this nature. If you wish to read the others, they are here: Top 10 Wonders of The World Top 10 Natural Wonders of the World 10 Engineering Wonders of The Modern World",4,1,3
Oil Accidents and Birds,Find documents describing damage or injury to birds caused by accidental oil spills or pollution.,How Oil Affects Birds - International Bird Rescue,https://www.bird-rescue.org/our-work/research-and-education/how-oil-affects-birds.aspx,"When there is an oil spill, it's impossible to know in advance how many birds will be impacted. International Bird Rescue works with local state and federal biologists to look at what animals are in the area at the time of a spill and try to determine what species and how many of them may be exposed to oil.",12,11,1
Oil Accidents and Birds,Find documents describing damage or injury to birds caused by accidental oil spills or pollution.,How Oil Spills Affects Birds - The Spruce,https://www.thespruce.com/how-oil-affects-birds-386496,"Massive oil spills often make headlines because of their destructive impact on wildlife and the environment. What many people don't realize, however, is that even a small amount of oil, no more than a dime-sized drop, can be deadly to birds.Understanding how oil affects birds can raise awareness of just how hazardous any oil spill or similar pollution can be.",12,7,5
Oil Accidents and Birds,Find documents describing damage or injury to birds caused by accidental oil spills or pollution.,List of natural gas and oil production accidents in the ...,https://en.wikipedia.org/wiki/List_of_natural_gas_and_oil_production_accidents_in_the_United_States,"State had active oil and or gas wells as of April 2015 but no accidents have been uncovered. – Major crude oil train derailment in Mosier, a small town in the Columbia gorge spilled and burst into flames June 2016. The accident was due to railway dysfunction and bad parts.",12,4,8
Oil Accidents and Birds,Find documents describing damage or injury to birds caused by accidental oil spills or pollution.,Oil Spills Are Even Worse for Birds than We Thought | NRDC,https://www.nrdc.org/onearth/oils-spills-are-even-worse-birds-we-thought,Oil Spills Are Even Worse for Birds than We Thought ... surface had to expend approximately 20 percent more energy than birds flying oil-free. ... the safety of millions of people—and their ...,6,5,1
Oil Accidents and Birds,Find documents describing damage or injury to birds caused by accidental oil spills or pollution.,The 13 largest oil spills in history | MNN - Mother Nature ...,https://www.mnn.com/earth-matters/wilderness-resources/stories/the-13-largest-oil-spills-in-history,"More than 15,000 sea birds and enormous numbers of aquatic animals were killed before the spill was finally contained. ... The worst oil spill in history wasn't an accident — it was deliberate ...",6,3,3
Oil Accidents and Birds,Find documents describing damage or injury to birds caused by accidental oil spills or pollution.,Oilbird - Wikipedia,https://en.wikipedia.org/wiki/Oilbird,"The oilbird (Steatornis caripensis), locally known as the guácharo, is a bird species found in the northern areas of South America including the island of Trinidad.It is the only species in the genus Steatornis and the family Steatornithidae.Nesting in colonies in caves, oilbirds are nocturnal feeders on the fruits of the oil palm and tropical laurels.",6,1,5
North Sea Oil Environment,What steps are being taken to protect the environment given the increase in oil exploration and production in the North Sea?,Greenpeace North Sea oil rig protest prompts injunction ...,https://www.theguardian.com/environment/2019/jun/11/greenpeace-continues-anti-drilling-protest-on-bp-oil-rig-in-north-sea,"The oil rig in Cromarty Firth, Scotland, as it was being towed out to sea. Photograph: Greenpeace/PA The French oil giant Total announced on Tuesday that it had brought a huge North Sea gas field ...",22,16,6
North Sea Oil Environment,What steps are being taken to protect the environment given the increase in oil exploration and production in the North Sea?,North sea oil spill 'worst for a decade' | Environment ...,https://www.theguardian.com/environment/2011/aug/15/north-sea-oil-spill,"The flow of oil from the worst spill in UK waters in the past decade, at one of Shell's North Sea platforms, has been \greatly reduced\"" but not yet stopped completely",22,14,8
North Sea Oil Environment,What steps are being taken to protect the environment given the increase in oil exploration and production in the North Sea?,"As North Sea Oil Wanes, Removing Abandoned Rigs Stirs ...",https://e360.yale.edu/features/as-north-sea-oil-wanes-removing-abandoned-rigs-stirs-controversy,"With thousands of North Sea oil wells soon to be shut down, ecologists are warning that removing the gargantuan platforms could be more environmentally harmful than leaving them in place. The rigs, it turns out, have nurtured cold-water corals and other marine life.",22,17,5
North Sea Oil Environment,What steps are being taken to protect the environment given the increase in oil exploration and production in the North Sea?,North Sea oil - Wikipedia,https://en.wikipedia.org/wiki/North_Sea_oil,"North Sea oil is a mixture of hydrocarbons, comprising liquid petroleum and natural gas, produced from petroleum reservoirs beneath the North Sea.. In the petroleum industry, the term \North Sea\"" often includes areas such as the Norwegian Sea and the area known as \""West of Shetland\""",6,1,5
North Sea Oil Environment,What steps are being taken to protect the environment given the increase in oil exploration and production in the North Sea?,North Sea - Wikipedia,https://en.wikipedia.org/wiki/North_Sea,"The North Sea contains western Europe's largest oil and natural gas reserves and is one of the world's key non-OPEC producing regions. In the UK sector of the North Sea, the oil industry invested £14.4 billion in 2013, and was on track to spend £13 billion in 2014.",6,3,3
North Sea Oil Environment,What steps are being taken to protect the environment given the increase in oil exploration and production in the North Sea?,North Sea Oil Rigs Urged To Go Vegan Ahead Of Earth Day ...,https://www.plantbasednews.org/news/north-sea-oil-rigs-urged-go-vegan-earth-day,"Oil giant Shell is being urged to go vegan ahead of Earth Day on April 22.. Animal rights charity PETA has written to Royal Dutch Shell asking it to 'offset some of the environmental damage done by drilling for oil by serving vegan meals on all its offshore oil rigs in the North Sea, where workers live for months at a time'.",6,3,3
Damages in Ozone Layer,What holes in the ozone layer are not an effect of pollution?,What Causes Damage to the Ozone Layer? | Reference.com,https://www.reference.com/science/causes-damage-ozone-layer-95355f52a601550d,"The ozone layer is being damaged by pollutants in the air that are mostly man-made, such as chlorine and bromine. The ozone damage occurs in the stratosphere and troposphere. The lower pollution in the troposphere has many of the same causes as the upper destruction, but causes more visible and health-related issues than the stratosphere damage.",12,9,3
Damages in Ozone Layer,What holes in the ozone layer are not an effect of pollution?,Ozone depletion facts and information - National Geographic,https://www.nationalgeographic.com/environment/global-warming/ozone-depletion/,Over the past 30 years humans have made progress in stopping damage to the ozone layer by curbing the use of certain chemicals. But more remains to be done to protect and restore the atmospheric ...,12,11,1
Damages in Ozone Layer,What holes in the ozone layer are not an effect of pollution?,How Do CFCs Damage the Ozone Layer? | Sciencing,https://sciencing.com/do-cfcs-damage-ozone-layer-5149840.html,"How Do CFCs Damage the Ozone Layer? ... The ozone layer is about 300 to 500 DU thick on average, which is about the thickness of two stacked pennies. The Effect of CFCs. Scientists first began to realize the potential for chlorine to interact destructively with ozone in the early 1970s, and Sherwood Rowland and Mario Molina warned of the danger ...",12,10,2
Who is the managing director of FIAT?,Who is the managing director of FIAT?,Board of Directors | FCA Group,https://www.fcagroup.com/en-US/group/governance/board_of_directors/Pages/default.aspx,"Pursuant to Article 14 of the Company’s Articles of Association, the Board of Directors is responsible for the management and strategic direction of the Group.",16,6,10
Who is the managing director of FIAT?,Who is the managing director of FIAT?,New managing director for Fiat Group UK | Car Manufacturer ...,https://www.am-online.com/news/2012/7/19/new-managing-director-for-fiat-group-uk/31321/,Steve Zanlunghi will take over from Andrew Humberstone as managing director of Fiat Group Automobiles UK on August 1. Humberstone is leaving the UK after heading the group for the last five years to pursue other opportunities within the group abroad. Zanlunghi most recently held the role of director ...,16,15,1
Who is the managing director of FIAT?,Who is the managing director of FIAT?,Fiat Chrysler Automobiles UK Ltd Managing Director Email ...,https://www.ceoemail.com/s.php?id=ceo-8957,Fiat Chrysler Automobiles UK Ltd Managing Director Email ...,16,8,8
Who is the managing director of FIAT?,Who is the managing director of FIAT?,Fiat Chrysler Automobiles UK & Ireland appoints new MD,https://www.motortrader.com/motor-trader-news/automotive-news/fiat-chrysler-uk-ireland-appoints-new-md-17-01-2018,"Arnaud Leclerc has been appointed managing director, Fiat Chrysler Automobiles UK & Ireland, succeeding Ashley Andrew who has left the company. Leclerc (pictured) will oversee operations for all FCA functions and brands throughout the UK and Ireland, reporting to Alfredo Altavilla, Fiat Chrysler ...",3,2,1
Who is the managing director of FIAT?,Who is the managing director of FIAT?,Fiat Chrysler Automobiles UK appoints new managing director,https://www.motortrader.com/motor-trader-news/automotive-news/fiat-chrysler-automobiles-uk-appoints-new-managing-director-24-08-2016,"Fiat Chrysler Automobiles UK has appointed Ashley Andrew as its new managing director. Andrew has automotive experience in sales, marketing and dealer operations. He most recently held the role of head of marketing, Skoda UK, overseeing product, communications, digital and media. Before that he was ...",3,3,0
Who is the managing director of FIAT?,Who is the managing director of FIAT?,New boss appointed at Fiat Chrysler Australia - New boss ...,https://www.drive.com.au/motor-news/new-boss-appointed-at-fiat-chrysler-australia-gqiooy,"New boss appointed at Fiat Chrysler Australia ... He was named FCA UK's Managing Director in July 2012, while at the same time being appointed Chairman of FCA Ireland.",3,2,1
How can you save energy?,How can you save energy?,The Top 10 Ways to Save Energy in 2019 | EnergySage,https://www.energysage.com/energy-efficiency/101/ways-to-save-energy/,"Energy conservation is important and beneficial for many reasons. You can save money, increase your property value, and protect the environment all through simple energy-saving measures. These are great benefits you can gain from saving energy no matter your exact motivation for conservation in the first place.",23,23,0
How can you save energy?,How can you save energy?,How to Save Energy in Your Home (with Pictures) - wikiHow,https://www.wikihow.com/Save-Energy-in-Your-Home,"How to Save Energy in Your Home. Saving energy around the house is good for your wallet, good for you and the family, and good for the environment. But energy conservation around the house is more complex than just using less electricity,...",23,22,1
How can you save energy?,How can you save energy?,TVA Kids: How You Can Save Energy,https://www.tvakids.com/electricity/conservation.htm,"How You Can Save Energy . It's hard to imagine life without electricity. In our homes, we rely on it to power our lights, appliances and electronics. Many of us also use electricity to provide our homes with hot water, heat and air conditioning. There are many ways you can use less electricity right now! What you can do",22,19,3
How can you save energy?,How can you save energy?,20 THINGS YOU CAN DO TO CONSERVE ENERGY,https://ecomall.com/greenshopping/20things.htm,"20 THINGS YOU CAN DO TO CONSERVE ENERGY. W. henever you save energy, you not only save money, you also reduce the demand for such fossil fuels as coal, oil, and natural gas.. Less burning of fossil fuels also means lower emissions of carbon dioxide (CO2), the primary contributor to global warming, and other pollutants.",3,3,0
How can you save energy?,How can you save energy?,Top 10 ways to save on energy bills,https://www.victorianenergysaver.vic.gov.au/save-energy-and-money/top-10-ways-to-save-on-energy-bills,"An in-home energy assessment can help you identify and improve the features of your home that are contributing to high energy bills. Whether you're selling or renovating, renting or worried about energy bills, you can a home energy assessment and find out how to make your home save energy and money on bills.",3,2,1
How can you save energy?,How can you save energy?,10 Easy Ways to Save on Energy at Home | Mother Earth News,https://www.motherearthnews.com/renewable-energy/energy-efficiency/save-money-on-energy,"10 Easy Ways to Save on Energy at Home You can save money and lower your utility bills with these tips for energy efficiency. By Sean Rosner | July 21, 2009. Unplugging devices when they’re not ...",3,3,0
Where was Greenpeace founded?,Where was Greenpeace founded?,Greenpeace - Wikipedia,https://en.wikipedia.org/wiki/Greenpeace,"Greenpeace is a non-governmental environmental organization with offices in over 39 countries and an international coordinating body in Amsterdam, the Netherlands. Greenpeace was founded in 1971 by Irving Stowe and Dorothy Stowe, Canadian and US ex-pat environmental activists.",17,15,2
Where was Greenpeace founded?,Where was Greenpeace founded?,The Founders of Greenpeace | Greenpeace International,https://www.greenpeace.org/archive-international/en/about/history/founders/,"The approach worked brilliantly. Greenpeace quickly became a media household name around the world. Hunter’s spirit of courage, defiance and media-savviness continues to define Greenpeace up to the present day. The organisation he co-founded and shaped in a way few others have, will always be blessed with his spirit.",17,14,3
Where was Greenpeace founded?,Where was Greenpeace founded?,Greenpeace Fund,https://greenpeacefund.org/,"Greenpeace is a diverse, multi-cultural movement of ordinary individuals determined to bring about the extraordinary change necessary to realize a greener, more peaceful future. Greenpeace organizers, researchers, volunteers and members work in solidarity to protect the environment and promote ambitious solutions to the critical issues we face ...",16,8,8
Where was Greenpeace founded?,Where was Greenpeace founded?,Greenpeace Founder: Global Warming Hoax Pushed by Corrupt ...,https://www.breitbart.com/radio/2019/03/07/greenpeace-founder-global-warming-hoax-pushed-corrupt-scientists-hooked-government-grants/,Greenpeace co-founder and former president of Greenpeace Canada Patrick Moore described the cynical and corrupt machinations fueling the narrative of anthropocentric global warming and “climate change” in a Wednesday interview on SiriusXM’s Breitbart News Tonight with hosts Rebecca Mansour and Joel Pollak.,10,3,7
Where was Greenpeace founded?,Where was Greenpeace founded?,Greenpeace Founder: ‘Climate Change Crisis’ Is a ...,https://www.breitbart.com/radio/2019/03/21/greenpeace-founder-climate-change-crisis-is-a-completely-made-up-issue/,Greenpeace co-founder and former president of Greenpeace Canada Patrick Moore described the left’s “climate change” narrative as a “hoax” and “completely made-up issue” in a Wednesday interview on SiriusXM’s Breitbart News Tonight with host Rebecca Mansour and special guest host Dylan Gwinn.,10,3,7
