ID,userID,resultId,TaskPage,Answer,QueryLanguage,In,Out
1799,1586,3810,5,0,Chinese,29:14.1,29:14.1
1800,1586,2278,0,1,English,29:52.3,29:52.3
1801,1586,2279,1,1,English,29:55.1,29:55.1
1802,1586,2280,2,1,English,29:58.2,29:58.2
1803,1586,2281,3,1,English,30:05.1,30:05.1
1804,1586,2282,4,1,English,30:11.7,30:11.7
1805,1586,2283,5,1,English,30:17.9,30:17.9
1806,1586,3778,0,1,Chinese,30:31.2,30:31.2
1807,1586,3779,1,0,Chinese,30:35.8,30:35.8
1808,1586,3780,2,1,Chinese,30:37.8,30:37.8
1809,1586,2698,3,1,Chinese,30:39.5,30:39.5
1810,1586,2699,4,1,Chinese,30:47.1,30:47.1
1811,1586,2700,5,1,Chinese,30:59.7,30:59.7
1812,1586,3388,0,0,English,32:16.6,32:16.6
1813,1586,3389,1,0,English,32:26.5,32:26.5
1814,1586,3390,2,0,English,32:32.3,32:32.3
1815,1586,3391,3,1,English,32:33.8,32:33.8
1816,1586,3392,4,1,English,32:34.5,32:34.5
1817,1586,3393,5,1,English,32:45.6,32:45.6
1818,1586,2668,0,1,Chinese,32:57.3,32:57.3
1819,1586,2669,1,1,Chinese,32:58.1,32:58.1
1820,1586,2670,2,0,Chinese,33:25.7,33:25.7
1821,1586,3748,3,1,Chinese,33:26.8,33:26.8
1822,1586,3749,4,0,Chinese,33:31.2,33:31.2
1823,1586,3750,5,0,Chinese,33:33.9,33:33.9
1824,1586,2338,0,1,English,33:49.6,33:49.6
1825,1586,3418,1,0,English,33:50.7,33:50.7
1826,1586,2339,2,0,English,33:53.5,33:53.5
1827,1586,3419,3,1,English,33:56.8,33:56.8
1828,1586,2340,4,0,English,34:00.2,34:00.2
1829,1586,3420,5,0,English,34:08.8,34:08.8
1830,1586,2638,0,1,Chinese,34:34.0,34:34.0
1831,1586,2639,1,1,Chinese,34:35.4,34:35.4
1832,1586,2640,2,0,Chinese,34:36.9,34:36.9
1833,1586,2641,3,0,Chinese,34:42.0,34:42.0
1834,1586,2642,4,0,Chinese,34:48.9,34:48.9
1835,1586,2643,5,0,Chinese,34:51.4,34:51.4
1836,1586,2369,4,0,English,35:50.8,35:50.8
1837,1586,2370,5,1,English,35:55.0,35:55.0
1838,1586,2368,3,0,English,35:59.9,35:59.9
1839,1586,3448,0,1,English,36:21.1,36:21.1
1840,1586,3449,1,0,English,36:26.2,36:26.2
1841,1586,3450,2,0,English,36:28.4,36:28.4
1842,1586,3688,0,0,Chinese,36:45.0,36:45.0
1843,1586,3689,1,0,Chinese,36:46.3,36:46.3
1844,1586,3690,2,0,Chinese,36:49.7,36:49.7
1845,1586,3691,3,0,Chinese,36:55.9,36:55.9
1846,1586,3692,4,0,Chinese,36:57.7,36:57.7
1847,1586,3693,5,1,Chinese,37:06.9,37:06.9
1848,1586,2399,1,0,English,37:13.8,37:13.8
1849,1586,2398,0,1,English,37:15.2,37:15.2
1850,1586,2400,2,0,English,37:16.5,37:16.5
1851,1586,3478,3,0,English,37:17.6,37:17.6
1852,1586,3479,4,0,English,37:19.4,37:19.4
1853,1586,3480,5,0,English,37:23.6,37:23.6
1854,1586,2578,0,0,Chinese,37:42.6,37:42.6
1855,1586,3658,1,0,Chinese,37:48.4,37:48.4
1856,1586,2579,2,0,Chinese,37:49.6,37:49.6
1857,1586,3659,3,0,Chinese,37:52.2,37:52.2
1858,1586,2580,4,1,Chinese,37:59.1,37:59.1
1859,1586,3660,5,0,Chinese,38:01.3,38:01.3
1860,1586,2428,0,1,English,38:16.6,38:16.6
1861,1586,2429,1,1,English,38:38.9,38:38.9
1862,1586,2430,2,1,English,38:43.1,38:43.1
1863,1586,2431,3,1,English,38:45.4,38:45.4
1864,1586,2432,4,1,English,38:51.1,38:51.1
1865,1586,2433,5,1,English,38:51.9,38:51.9
1866,1586,3628,0,0,Chinese,39:02.9,39:02.9
1867,1586,3629,1,0,Chinese,39:07.1,39:07.1
1868,1586,3630,2,1,Chinese,39:09.3,39:09.3
1869,1586,2548,3,0,Chinese,39:19.7,39:19.7
1870,1586,2549,4,0,Chinese,39:26.5,39:26.5
1871,1586,2550,5,1,Chinese,39:35.5,39:35.5
1872,1586,3538,0,0,English,39:47.0,39:47.0
1873,1586,3539,1,0,English,39:57.4,39:57.4
1874,1586,3540,2,0,English,40:00.6,40:00.6
1875,1586,3541,3,1,English,40:11.8,40:11.8
1876,1586,3542,4,0,English,40:21.5,40:21.5
1877,1586,3543,5,1,English,40:37.0,40:37.0
1878,1586,2518,0,0,Chinese,41:09.4,41:09.4
1879,1586,2519,1,0,Chinese,41:18.9,41:18.9
1880,1586,2520,2,0,Chinese,41:20.2,41:20.2
1881,1586,3598,3,0,Chinese,41:25.6,41:25.6
1882,1586,3599,4,1,Chinese,41:28.5,41:28.5
1883,1586,3600,5,0,Chinese,41:33.6,41:33.6
1884,1586,2488,0,0,English,41:41.0,41:41.0
1885,1586,3568,1,0,English,41:41.9,41:41.9
1886,1586,2489,2,0,English,41:46.1,41:46.1
1887,1586,3569,3,0,English,41:48.1,41:48.1
1888,1586,2490,4,1,English,41:53.7,41:53.7
1889,1586,3570,5,0,English,41:59.1,41:59.1
1896,2899,1650,0,0,Spanish,00:00.5,00:00.5
1897,2899,1651,1,0,Spanish,00:03.0,00:03.0
1898,2899,1652,2,0,Spanish,00:13.4,00:13.4
1899,2899,1653,3,0,Spanish,00:18.9,00:18.9
1900,2899,1654,4,0,Spanish,00:20.5,00:20.5
1901,2899,1655,5,0,Spanish,00:21.2,00:21.2
1902,2899,600,0,0,English,00:39.0,00:39.0
1903,2899,1680,1,0,English,00:48.4,00:48.4
1904,2899,601,2,0,English,01:00.9,01:00.9
1905,2899,1681,3,0,English,01:01.9,01:01.9
1906,2899,602,4,0,English,01:07.3,01:07.3
1907,2899,1682,5,0,English,01:08.4,01:08.4
1908,2899,541,0,0,Spanish,01:22.8,01:22.8
1909,2899,542,1,0,Spanish,01:29.9,01:29.9
1910,2899,543,2,0,Spanish,01:37.0,01:37.0
1911,2899,1620,3,0,Spanish,01:37.9,01:37.9
1912,2899,1621,4,0,Spanish,01:43.5,01:43.5
1913,2899,1622,5,0,Spanish,01:48.4,01:48.4
1914,2899,1710,0,0,English,02:03.8,02:03.8
1915,2899,1711,1,0,English,02:17.0,02:17.0
1916,2899,1712,2,1,English,02:20.6,02:20.6
1917,2899,630,3,0,English,02:33.4,02:33.4
1918,2899,631,4,0,English,02:41.1,02:41.1
1919,2899,632,5,0,English,02:46.3,02:46.3
1920,2899,511,0,1,Spanish,03:06.9,03:06.9
1921,2899,512,1,0,Spanish,03:11.6,03:11.6
1922,2899,513,2,0,Spanish,03:14.2,03:14.2
1923,2899,514,3,1,Spanish,03:18.6,03:18.6
1924,2899,515,4,0,Spanish,03:22.0,03:22.0
1925,2899,516,5,0,Spanish,03:24.3,03:24.3
1926,2899,1740,0,0,English,03:30.6,03:30.6
1927,2899,1741,1,0,English,03:35.4,03:35.4
1928,2899,1742,2,0,English,03:37.4,03:37.4
1929,2899,1743,3,0,English,03:40.1,03:40.1
1930,2899,1744,4,0,English,03:41.4,03:41.4
1931,2899,1745,5,0,English,03:43.4,03:43.4
1932,2899,481,0,0,Spanish,03:59.8,03:59.8
1933,2899,1560,1,0,Spanish,04:03.2,04:03.2
1934,2899,482,2,0,Spanish,04:06.6,04:06.6
1935,2899,1561,3,0,Spanish,04:13.2,04:13.2
1936,2899,483,4,0,Spanish,04:17.9,04:17.9
1937,2899,1562,5,1,Spanish,04:20.1,04:20.1
1938,2899,690,0,0,English,04:32.8,04:32.8
1939,2899,691,1,0,English,04:35.5,04:35.5
1940,2899,692,2,0,English,04:40.4,04:40.4
1941,2899,1770,3,0,English,04:47.2,04:47.2
1942,2899,1771,4,1,English,04:57.9,04:57.9
1943,2899,1772,5,0,English,05:02.1,05:02.1
1944,2899,1530,0,0,Spanish,05:08.7,05:08.7
1945,2899,1531,1,0,Spanish,05:14.2,05:14.2
1946,2899,1532,2,0,Spanish,05:19.4,05:19.4
1947,2899,451,3,0,Spanish,05:20.9,05:20.9
1948,2899,452,4,0,Spanish,05:23.2,05:23.2
1949,2899,453,5,0,Spanish,05:27.9,05:27.9
1950,2899,720,0,0,English,05:34.6,05:34.6
1951,2899,721,1,0,English,05:36.9,05:36.9
1952,2899,722,2,0,English,05:41.3,05:41.3
1953,2899,723,3,0,English,05:55.2,05:55.2
1954,2899,724,4,0,English,06:04.8,06:04.8
1955,2899,725,5,1,English,06:15.8,06:15.8
1956,2899,1500,0,0,Spanish,06:29.5,06:29.5
1957,2899,1501,1,0,Spanish,06:43.8,06:43.8
1958,2899,1502,2,0,Spanish,06:50.2,06:50.2
1959,2899,1503,3,0,Spanish,06:51.0,06:51.0
1960,2899,1504,4,0,Spanish,06:54.1,06:54.1
1961,2899,1505,5,0,Spanish,06:56.0,06:56.0
1962,2899,750,0,0,English,07:10.6,07:10.6
1963,2899,1830,1,0,English,07:16.3,07:16.3
1964,2899,751,2,0,English,07:25.2,07:25.2
1965,2899,1831,3,1,English,07:40.4,07:40.4
1966,2899,752,4,0,English,07:46.8,07:46.8
1967,2899,1832,5,1,English,07:50.5,07:50.5
1968,2899,391,0,0,Spanish,08:05.9,08:05.9
1969,2899,392,1,0,Spanish,08:10.0,08:10.0
1970,2899,393,2,1,Spanish,08:14.1,08:14.1
1971,2899,1470,3,0,Spanish,08:15.6,08:15.6
1972,2899,1471,4,0,Spanish,08:16.7,08:16.7
1973,2899,1472,5,0,Spanish,08:17.6,08:17.6
1974,2899,1859,0,0,English,08:25.1,08:25.1
1975,2899,1860,1,0,English,08:27.3,08:27.3
1976,2899,1861,2,0,English,08:29.0,08:29.0
1977,2899,780,3,0,English,08:33.2,08:33.2
1978,2899,781,4,0,English,08:36.8,08:36.8
1979,2899,782,5,1,English,08:41.7,08:41.7
1980,2899,361,0,0,Spanish,08:57.3,08:57.3
1981,2899,362,1,1,Spanish,09:01.0,09:01.0
1982,2899,363,2,0,Spanish,09:12.1,09:12.1
1983,2899,364,3,0,Spanish,09:18.0,09:18.0
1984,2899,365,4,0,Spanish,09:20.5,09:20.5
1985,2899,366,5,0,Spanish,09:22.1,09:22.1
1986,2899,1889,0,0,English,09:32.4,09:32.4
1987,2899,1890,1,0,English,09:33.1,09:33.1
1988,2899,1891,2,0,English,09:35.1,09:35.1
1989,2899,1892,3,0,English,09:36.2,09:36.2
1990,2899,1893,4,0,English,09:38.0,09:38.0
1991,2899,1894,5,0,English,09:39.6,09:39.6
1992,2899,1410,1,0,Spanish,09:51.9,09:51.9
1993,2899,331,0,0,Spanish,09:56.9,09:56.9
1994,2899,332,2,0,Spanish,10:00.0,10:00.0
1995,2899,1411,3,0,Spanish,10:04.3,10:04.3
1996,2899,333,4,0,Spanish,10:05.6,10:05.6
1997,2899,1412,5,0,Spanish,10:09.7,10:09.7
1998,2899,840,0,0,English,10:20.9,10:20.9
1999,2899,841,1,1,English,10:24.8,10:24.8
2000,2899,842,2,1,English,10:32.9,10:32.9
2001,2899,1919,3,1,English,10:35.5,10:35.5
2002,2899,1920,4,1,English,10:38.6,10:38.6
2003,2899,1921,5,1,English,10:40.9,10:40.9
2004,2899,1380,0,0,Spanish,10:51.7,10:51.7
2005,2899,1381,1,0,Spanish,10:53.4,10:53.4
2006,2899,1382,2,0,Spanish,10:54.4,10:54.4
2007,2899,301,3,0,Spanish,10:57.5,10:57.5
2008,2899,302,4,1,Spanish,11:02.8,11:02.8
2009,2899,303,5,1,Spanish,11:07.0,11:07.0
2010,2899,870,0,0,English,11:13.4,11:13.4
2011,2899,871,1,0,English,11:14.7,11:14.7
2012,2899,872,2,0,English,11:16.5,11:16.5
2013,2899,873,3,0,English,11:24.4,11:24.4
2014,2899,874,4,0,English,11:27.2,11:27.2
2015,2899,875,5,0,English,11:30.3,11:30.3
2016,2899,1350,0,0,Spanish,11:40.8,11:40.8
2017,2899,1351,1,0,Spanish,11:42.5,11:42.5
2018,2899,1352,2,0,Spanish,11:45.7,11:45.7
2019,2899,1353,3,1,Spanish,11:51.9,11:51.9
2020,2899,1354,4,1,Spanish,12:04.0,12:04.0
2021,2899,1355,5,0,Spanish,12:06.1,12:06.1
2022,2899,1,0,1,English,12:18.4,12:18.4
2023,2899,1080,1,1,English,12:23.8,12:23.8
2024,2899,2,2,0,English,12:30.6,12:30.6
2025,2899,1081,3,0,English,12:35.2,12:35.2
2026,2899,3,4,1,English,12:38.6,12:38.6
2027,2899,1082,5,0,English,12:39.8,12:39.8
2028,2899,241,0,0,Spanish,12:47.9,12:47.9
2029,2899,242,1,0,Spanish,12:50.4,12:50.4
2030,2899,243,2,0,Spanish,12:53.3,12:53.3
2031,2899,1320,3,0,Spanish,12:55.4,12:55.4
2032,2899,1321,4,0,Spanish,12:56.5,12:56.5
2033,2899,1322,5,0,Spanish,12:58.5,12:58.5
2034,2899,1110,0,0,English,13:08.2,13:08.2
2035,2899,1111,1,1,English,13:13.4,13:13.4
2036,2899,1112,2,0,English,13:25.9,13:25.9
2037,2899,31,3,0,English,13:31.6,13:31.6
2038,2899,32,4,0,English,13:36.7,13:36.7
2039,2899,33,5,0,English,13:40.4,13:40.4
2040,2899,211,0,0,Spanish,13:47.4,13:47.4
2041,2899,212,1,0,Spanish,13:55.4,13:55.4
2042,2899,213,2,1,Spanish,13:58.6,13:58.6
2043,2899,214,3,1,Spanish,14:04.7,14:04.7
2044,2899,215,4,1,Spanish,14:06.9,14:06.9
2045,2899,216,5,1,Spanish,14:09.5,14:09.5
2046,2899,1140,0,0,English,14:15.0,14:15.0
2047,2899,1141,1,0,English,14:18.0,14:18.0
2048,2899,1142,2,0,English,14:19.4,14:19.4
2049,2899,1143,3,0,English,14:21.3,14:21.3
2050,2899,1144,4,0,English,14:26.1,14:26.1
2051,2899,1145,5,0,English,14:27.0,14:27.0
2052,2899,181,0,0,Spanish,14:34.7,14:34.7
2053,2899,1260,1,0,Spanish,14:36.0,14:36.0
2054,2899,182,2,0,Spanish,14:39.0,14:39.0
2055,2899,1261,3,0,Spanish,14:45.3,14:45.3
2056,2899,183,4,0,Spanish,14:46.9,14:46.9
2057,2899,1262,5,0,Spanish,14:47.8,14:47.8
2058,2899,91,0,0,English,14:55.7,14:55.7
2059,2899,92,1,0,English,14:56.5,14:56.5
2060,2899,93,2,0,English,14:58.2,14:58.2
2061,2899,1170,3,0,English,14:59.4,14:59.4
2062,2899,1171,4,0,English,15:06.8,15:06.8
2063,2899,1172,5,0,English,15:07.8,15:07.8
2064,2899,1230,0,0,Spanish,15:22.6,15:22.6
2065,2899,1231,1,0,Spanish,15:27.8,15:27.8
2066,2899,1232,2,0,Spanish,15:29.8,15:29.8
2067,2899,151,3,1,Spanish,15:36.7,15:36.7
2068,2899,152,4,0,Spanish,15:42.0,15:42.0
2069,2899,153,5,0,Spanish,15:42.6,15:42.6
2070,2899,121,0,0,English,15:50.0,15:50.0
2071,2899,122,1,1,English,15:55.5,15:55.5
2072,2899,123,2,0,English,15:58.6,15:58.6
2073,2899,124,3,0,English,16:07.0,16:07.0
2074,2899,125,4,0,English,16:08.8,16:08.8
2075,2899,126,5,1,English,16:12.8,16:12.8
2082,6673,1470,0,0,Spanish,53:50.7,53:50.7
2083,6673,1471,1,0,Spanish,54:00.8,54:00.8
2084,6673,1472,2,1,Spanish,54:03.9,54:03.9
2085,6673,391,3,1,Spanish,54:16.1,54:16.1
2086,6673,392,4,0,Spanish,54:20.7,54:20.7
2087,6673,393,5,1,Spanish,54:26.3,54:26.3
2088,6673,1500,0,0,English,54:37.2,54:37.2
2089,6673,1501,1,0,English,54:41.7,54:41.7
2090,6673,1502,2,0,English,54:43.6,54:43.6
2091,6673,1503,3,0,English,54:46.7,54:46.7
2092,6673,1504,4,0,English,54:49.7,54:49.7
2093,6673,1505,5,0,English,54:51.3,54:51.3
2094,6673,361,0,0,Spanish,55:10.3,55:10.3
2095,6673,1440,1,0,Spanish,55:13.3,55:13.3
2096,6673,362,2,1,Spanish,55:16.9,55:16.9
2097,6673,1441,3,1,Spanish,55:19.1,55:19.1
2098,6673,363,4,1,Spanish,55:39.9,55:39.9
2099,6673,1442,5,0,Spanish,55:42.2,55:42.2
2100,6673,451,0,0,English,55:50.0,55:50.0
2101,6673,452,1,0,English,55:54.5,55:54.5
2102,6673,453,2,0,English,56:00.6,56:00.6
2103,6673,454,3,0,English,56:04.9,56:04.9
2104,6673,455,4,0,English,56:09.2,56:09.2
2105,6673,456,5,1,English,56:11.3,56:11.3
2106,6673,331,0,0,Spanish,56:25.8,56:25.8
2107,6673,332,1,0,Spanish,56:31.7,56:31.7
2108,6673,333,2,0,Spanish,56:43.7,56:43.7
2109,6673,1410,3,0,Spanish,56:44.8,56:44.8
2110,6673,1411,4,1,Spanish,56:54.5,56:54.5
2111,6673,1412,5,0,Spanish,56:55.4,56:55.4
2112,6673,1560,0,0,English,57:13.1,57:13.1
2113,6673,1561,1,0,English,57:15.4,57:15.4
2114,6673,1562,2,1,English,57:26.9,57:26.9
2115,6673,481,3,0,English,57:28.2,57:28.2
2116,6673,482,4,0,English,57:31.1,57:31.1
2117,6673,483,5,0,English,57:34.6,57:34.6
2118,6673,1380,0,0,Spanish,57:49.4,57:49.4
2119,6673,1381,1,0,Spanish,57:55.9,57:55.9
2120,6673,1382,2,0,Spanish,58:20.0,58:20.0
2121,6673,1383,3,1,Spanish,58:21.0,58:21.0
2122,6673,1384,4,1,Spanish,58:24.5,58:24.5
2123,6673,1385,5,1,Spanish,58:26.4,58:26.4
2124,6673,511,0,1,English,58:56.5,58:56.5
2125,6673,1590,1,1,English,58:59.4,58:59.4
2126,6673,512,2,1,English,59:06.2,59:06.2
2127,6673,1591,3,0,English,59:13.6,59:13.6
2128,6673,513,4,1,English,59:17.5,59:17.5
2129,6673,1592,5,1,English,59:23.8,59:23.8
2130,6673,271,0,0,Spanish,59:34.0,59:34.0
2131,6673,272,1,1,Spanish,59:42.6,59:42.6
2132,6673,273,2,1,Spanish,59:50.5,59:50.5
2133,6673,274,3,1,Spanish,00:09.3,00:09.3
2134,6673,275,4,0,Spanish,00:10.6,00:10.6
2135,6673,276,5,0,Spanish,00:15.3,00:15.3
2136,6673,541,0,1,English,00:54.4,00:54.4
2137,6673,542,1,1,English,01:05.3,01:05.3
2138,6673,543,2,1,English,01:09.2,01:09.2
2139,6673,1620,3,1,English,01:10.4,01:10.4
2140,6673,1621,4,0,English,01:11.2,01:11.2
2141,6673,1622,5,0,English,01:16.0,01:16.0
2142,6673,1320,0,0,Spanish,01:22.0,01:22.0
2143,6673,1321,1,0,Spanish,01:24.0,01:24.0
2144,6673,1322,2,0,Spanish,01:32.0,01:32.0
2145,6673,241,3,0,Spanish,01:34.4,01:34.4
2146,6673,242,4,0,Spanish,01:39.9,01:39.9
2147,6673,243,5,0,Spanish,01:49.3,01:49.3
2148,6673,1650,0,1,English,02:02.2,02:02.2
2149,6673,1651,1,1,English,02:15.0,02:15.0
2150,6673,1652,2,0,English,02:20.0,02:20.0
2151,6673,1653,3,1,English,02:27.0,02:27.0
2152,6673,1654,4,0,English,02:46.7,02:46.7
2153,6673,1655,5,1,English,02:51.7,02:51.7
2154,6673,211,0,0,Spanish,03:01.0,03:01.0
2155,6673,1290,1,1,Spanish,03:09.2,03:09.2
2156,6673,212,2,0,Spanish,03:42.2,03:42.2
2157,6673,1291,3,1,Spanish,04:38.2,04:38.2
2158,6673,213,4,1,Spanish,04:48.0,04:48.0
2159,6673,1292,5,0,Spanish,04:51.6,04:51.6
2160,6673,600,0,0,English,05:04.7,05:04.7
2161,6673,601,1,0,English,05:08.1,05:08.1
2162,6673,602,2,0,English,05:12.3,05:12.3
2163,6673,603,3,0,English,05:16.8,05:16.8
2164,6673,604,4,0,English,05:18.5,05:18.5
2165,6673,605,5,0,English,05:20.4,05:20.4
2166,6673,181,0,0,Spanish,05:50.0,05:50.0
2167,6673,182,1,0,Spanish,06:06.5,06:06.5
2168,6673,183,2,1,Spanish,06:11.3,06:11.3
2169,6673,1260,3,1,Spanish,06:26.0,06:26.0
2170,6673,1261,4,0,Spanish,06:31.2,06:31.2
2171,6673,1262,5,0,Spanish,07:00.1,07:00.1
2172,6673,1710,0,0,English,07:22.4,07:22.4
2173,6673,1711,1,0,English,07:36.3,07:36.3
2174,6673,1712,2,0,English,07:43.4,07:43.4
2175,6673,630,3,0,English,07:54.6,07:54.6
2176,6673,631,4,1,English,08:00.9,08:00.9
2177,6673,632,5,0,English,08:11.6,08:11.6
2178,6673,1230,0,0,Spanish,08:45.2,08:45.2
2179,6673,1231,1,1,Spanish,08:48.0,08:48.0
2180,6673,1232,2,1,Spanish,09:10.3,09:10.3
2181,6673,1233,3,1,Spanish,09:13.6,09:13.6
2182,6673,1234,4,1,Spanish,09:27.4,09:27.4
2183,6673,1235,5,0,Spanish,09:28.1,09:28.1
2184,6673,660,0,0,English,09:43.7,09:43.7
2185,6673,1740,1,0,English,09:46.9,09:46.9
2186,6673,661,2,0,English,09:53.0,09:53.0
2187,6673,1741,3,0,English,10:02.6,10:02.6
2188,6673,662,4,0,English,10:09.7,10:09.7
2189,6673,1742,5,1,English,10:16.1,10:16.1
2190,6673,121,0,0,Spanish,11:10.3,11:10.3
2191,6673,122,1,1,Spanish,11:11.1,11:11.1
2192,6673,123,2,1,Spanish,11:17.8,11:17.8
2193,6673,124,3,1,Spanish,11:30.5,11:30.5
2194,6673,125,4,1,Spanish,11:39.2,11:39.2
2195,6673,126,5,0,Spanish,11:42.5,11:42.5
2196,6673,690,0,0,English,12:01.6,12:01.6
2197,6673,691,1,0,English,12:15.6,12:15.6
2198,6673,692,2,1,English,12:55.0,12:55.0
2199,6673,1770,3,0,English,12:59.6,12:59.6
2200,6673,1771,4,0,English,13:07.8,13:07.8
2201,6673,1772,5,0,English,13:12.5,13:12.5
2202,6673,1170,0,0,Spanish,13:27.8,13:27.8
2203,6673,1171,1,0,Spanish,13:33.4,13:33.4
2204,6673,1172,2,0,Spanish,13:40.1,13:40.1
2205,6673,91,3,0,Spanish,13:43.0,13:43.0
2206,6673,92,4,0,Spanish,13:45.7,13:45.7
2207,6673,93,5,0,Spanish,13:46.5,13:46.5
2208,6673,1800,0,0,English,13:59.8,13:59.8
2209,6673,1801,1,0,English,14:03.1,14:03.1
2210,6673,1802,2,0,English,14:07.7,14:07.7
2211,6673,1803,3,0,English,14:12.4,14:12.4
2212,6673,1804,4,0,English,14:14.3,14:14.3
2213,6673,1805,5,0,English,14:16.2,14:16.2
2214,6673,61,0,0,Spanish,14:21.5,14:21.5
2215,6673,1140,1,0,Spanish,14:22.7,14:22.7
2216,6673,62,2,0,Spanish,14:26.8,14:26.8
2217,6673,1141,3,0,Spanish,14:31.0,14:31.0
2218,6673,63,4,0,Spanish,14:32.3,14:32.3
2219,6673,1142,5,0,Spanish,14:33.4,14:33.4
2220,6673,750,0,0,English,14:47.8,14:47.8
2221,6673,751,1,0,English,14:57.3,14:57.3
2222,6673,752,2,0,English,15:05.4,15:05.4
2223,6673,753,3,1,English,15:13.0,15:13.0
2224,6673,754,4,0,English,15:16.7,15:16.7
2225,6673,755,5,1,English,15:18.2,15:18.2
2226,6673,31,0,0,Spanish,15:28.0,15:28.0
2227,6673,32,1,1,Spanish,15:30.1,15:30.1
2228,6673,33,2,0,Spanish,15:39.3,15:39.3
2229,6673,1110,3,1,Spanish,15:45.0,15:45.0
2230,6673,1111,4,0,Spanish,15:47.5,15:47.5
2231,6673,1112,5,0,Spanish,15:49.8,15:49.8
2232,6673,1859,0,0,English,15:57.4,15:57.4
2233,6673,1860,1,0,English,15:59.3,15:59.3
2234,6673,1861,2,0,English,16:12.4,16:12.4
2235,6673,780,3,0,English,16:14.6,16:14.6
2236,6673,781,4,1,English,16:23.1,16:23.1
2237,6673,782,5,0,English,16:23.8,16:23.8
2238,6673,1080,0,1,Spanish,16:47.6,16:47.6
2239,6673,1081,1,0,Spanish,17:03.5,17:03.5
2240,6673,1082,2,0,Spanish,17:08.9,17:08.9
2241,6673,1083,3,0,Spanish,17:14.7,17:14.7
2242,6673,1084,4,0,Spanish,17:16.9,17:16.9
2243,6673,1085,5,0,Spanish,17:23.1,17:23.1
2244,6673,810,0,1,English,17:32.4,17:32.4
2245,6673,1889,1,0,English,17:33.4,17:33.4
2246,6673,811,2,1,English,17:38.9,17:38.9
2247,6673,1890,3,0,English,17:39.8,17:39.8
2248,6673,812,4,0,English,17:40.5,17:40.5
2249,6673,1891,5,0,English,17:41.2,17:41.2
2250,6673,870,0,0,Spanish,17:49.1,17:49.1
2251,6673,871,1,1,Spanish,17:54.4,17:54.4
2252,6673,872,2,1,Spanish,17:59.8,17:59.8
2253,6673,873,3,1,Spanish,18:06.0,18:06.0
2254,6673,874,4,0,Spanish,18:08.9,18:08.9
2255,6673,875,5,0,Spanish,18:09.6,18:09.6
2256,6673,840,0,0,English,18:21.8,18:21.8
2257,6673,841,1,1,English,18:28.9,18:28.9
2258,6673,842,2,1,English,18:40.2,18:40.2
2259,6673,1919,3,1,English,18:41.1,18:41.1
2260,6673,1920,4,0,English,18:41.8,18:41.8
2261,6673,1921,5,1,English,18:44.7,18:44.7
2268,7734,1800,0,0,Spanish,04:19.3,04:19.3
2269,7734,1801,1,0,Spanish,04:38.8,04:38.8
2270,7734,1802,2,0,Spanish,04:48.0,04:48.0
2271,7734,1803,3,0,Spanish,04:53.8,04:53.8
2272,7734,1804,4,0,Spanish,04:59.3,04:59.3
2273,7734,1805,5,0,Spanish,05:02.6,05:02.6
2274,7734,750,0,0,English,05:19.0,05:19.0
2275,7734,1830,1,0,English,05:37.2,05:37.2
2276,7734,751,2,0,English,05:42.5,05:42.5
2277,7734,1831,3,0,English,05:44.2,05:44.2
2278,7734,752,4,0,English,05:57.1,05:57.1
2279,7734,1832,5,1,English,06:05.9,06:05.9
2280,7734,690,0,0,Spanish,06:28.4,06:28.4
2281,7734,691,1,0,Spanish,06:35.8,06:35.8
2282,7734,692,2,1,Spanish,06:57.7,06:57.7
2283,7734,1770,3,0,Spanish,07:17.5,07:17.5
2284,7734,1771,4,0,Spanish,07:27.2,07:27.2
2285,7734,1772,5,1,Spanish,07:38.6,07:38.6
2286,7734,1859,0,0,English,07:49.9,07:49.9
2287,7734,1860,1,0,English,07:59.3,07:59.3
2288,7734,1861,2,0,English,08:10.9,08:10.9
2289,7734,780,3,0,English,08:29.0,08:29.0
2290,7734,781,4,0,English,08:40.3,08:40.3
2291,7734,782,5,1,English,08:48.9,08:48.9
2292,7734,660,0,0,Spanish,09:03.2,09:03.2
2293,7734,661,1,0,Spanish,09:05.3,09:05.3
2294,7734,662,2,0,Spanish,09:11.5,09:11.5
2295,7734,663,3,0,Spanish,09:19.1,09:19.1
2296,7734,664,4,0,Spanish,09:33.1,09:33.1
2297,7734,665,5,1,Spanish,09:43.3,09:43.3
2298,7734,1889,0,0,English,09:54.7,09:54.7
2299,7734,1890,1,0,English,09:57.0,09:57.0
2300,7734,1891,2,0,English,09:59.7,09:59.7
2301,7734,1892,3,0,English,10:13.4,10:13.4
2302,7734,1893,4,0,English,10:20.6,10:20.6
2303,7734,1894,5,0,English,10:22.4,10:22.4
2304,7734,630,0,0,Spanish,10:40.9,10:40.9
2305,7734,1710,1,0,Spanish,10:46.9,10:46.9
2306,7734,631,2,0,Spanish,10:55.9,10:55.9
2307,7734,1711,3,0,Spanish,11:01.1,11:01.1
2308,7734,632,4,1,Spanish,11:13.6,11:13.6
2309,7734,1712,5,1,Spanish,11:17.7,11:17.7
2310,7734,840,0,1,English,11:41.9,11:41.9
2311,7734,841,1,1,English,11:48.6,11:48.6
2312,7734,842,2,0,English,11:59.8,11:59.8
2313,7734,1919,3,0,English,12:01.3,12:01.3
